date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:45:07	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Tue,%2002%20Apr%202024%2021:45:00%20GMT	https://www.googletagmanager.com/gtm.js?id=	C:/My%20Web%20Sites/plantilla_v3/www.googletagmanager.com/gtm.95445.delayed	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/landing)
16:45:07	83520/83520	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Jul%202022%2022:24:36%20GMT	https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/default.html	C:/My%20Web%20Sites/plantilla_v3/demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/default.html	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/landing)
16:45:08	3137/3137	---M--	200	added ('OK')	image/png	etag:%2262d1e924-167c%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/img/logo-ct.png	C:/My%20Web%20Sites/plantilla_v3/demos.creative-tim.com/argon-dashboard-pro/assets/img/logo-ct.png	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/landing)
16:45:08	35625/35625	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Jul%202022%2022:24:36%20GMT	https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/landing.html	C:/My%20Web%20Sites/plantilla_v3/demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/landing-2.html	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/landing)
16:45:08	53862/53862	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Jul%202022%2022:24:36%20GMT	https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/automotive.html	C:/My%20Web%20Sites/plantilla_v3/demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/automotive.html	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/landing)
16:45:08	76474/76474	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Jul%202022%2022:24:36%20GMT	https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/smart-home.html	C:/My%20Web%20Sites/plantilla_v3/demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/smart-home.html	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/landing)
16:45:09	58583/58583	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Jul%202022%2022:24:36%20GMT	https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/vr/vr-default.html	C:/My%20Web%20Sites/plantilla_v3/demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/vr/vr-default.html	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/landing)
16:45:09	50406/50406	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Jul%202022%2022:24:36%20GMT	https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/vr/vr-info.html	C:/My%20Web%20Sites/plantilla_v3/demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/vr/vr-info.html	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/landing)
16:45:09	63939/63939	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Jul%202022%2022:24:36%20GMT	https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/crm.html	C:/My%20Web%20Sites/plantilla_v3/demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/crm.html	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/landing)
16:45:09	83520/83520	---MCZ	200	added ('OK')	text/html	date:Fri,%2015%20Jul%202022%2022:24:36%20GMT	https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/default	C:/My%20Web%20Sites/plantilla_v3/demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/default-2.html	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/landing)
16:45:10	1404335/1404335	---M--	200	added ('OK')	image/jpeg	etag:%2262d1e924-246cf2%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/img/default.jpg	C:/My%20Web%20Sites/plantilla_v3/demos.creative-tim.com/argon-dashboard-pro/assets/img/default.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/landing)
16:45:10	19727/19727	---M-Z	200	added ('OK')	application/javascript	etag:W/%2262d1e924-4d0f%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/js/core/popper.min.js	C:/My%20Web%20Sites/plantilla_v3/demos.creative-tim.com/argon-dashboard-pro/assets/js/core/popper.min.js	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/landing)
16:45:11	60013/60013	---M-Z	200	added ('OK')	application/javascript	etag:W/%2262d1e924-ea6d%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/js/core/bootstrap.min.js	C:/My%20Web%20Sites/plantilla_v3/demos.creative-tim.com/argon-dashboard-pro/assets/js/core/bootstrap.min.js	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/landing)
16:45:11	1006742/1006742	---M--	200	added ('OK')	image/jpeg	etag:%2262d1e924-1ac1e2%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/img/crm.jpg	C:/My%20Web%20Sites/plantilla_v3/demos.creative-tim.com/argon-dashboard-pro/assets/img/crm.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/landing)
16:45:11	19411/19411	---M-Z	200	added ('OK')	application/javascript	etag:W/%2262d1e924-4bd3%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/js/plugins/perfect-scrollbar.min.js	C:/My%20Web%20Sites/plantilla_v3/demos.creative-tim.com/argon-dashboard-pro/assets/js/plugins/perfect-scrollbar.min.js	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/landing)
16:45:11	1469462/1469462	---M--	200	added ('OK')	image/jpeg	etag:%2262d1e924-243d44%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/img/automotive.jpg	C:/My%20Web%20Sites/plantilla_v3/demos.creative-tim.com/argon-dashboard-pro/assets/img/automotive.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/landing)
16:45:11	48421/48421	---M-Z	200	added ('OK')	application/javascript	etag:W/%2262d1e924-bd25%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/js/plugins/smooth-scrollbar.min.js	C:/My%20Web%20Sites/plantilla_v3/demos.creative-tim.com/argon-dashboard-pro/assets/js/plugins/smooth-scrollbar.min.js	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/landing)
16:45:11	11396/11396	---M-Z	200	added ('OK')	application/javascript	etag:W/%2262d1e924-2c84%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/js/plugins/dragula/dragula.min.js	C:/My%20Web%20Sites/plantilla_v3/demos.creative-tim.com/argon-dashboard-pro/assets/js/plugins/dragula/dragula.min.js	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/landing)
16:45:11	35019/35019	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262d1e924-c651%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/js/plugins/jkanban/jkanban.js	C:/My%20Web%20Sites/plantilla_v3/demos.creative-tim.com/argon-dashboard-pro/assets/js/plugins/jkanban/jkanban.js	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/landing)
16:45:12	19806/19806	---M-Z	200	added ('OK')	application/javascript	etag:W/%22660a675d-4d5e%22	https://buttons.github.io/buttons.js	C:/My%20Web%20Sites/plantilla_v3/buttons.github.io/buttons.js	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/landing)
16:45:12	31524/31524	---M-Z	200	added ('OK')	application/javascript	etag:W/%2262d1e924-7b24%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/js/argon-dashboard.min.js?v=2.0.5	C:/My%20Web%20Sites/plantilla_v3/demos.creative-tim.com/argon-dashboard-pro/assets/js/argon-dashboard.min9c7f.js	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/landing)
16:45:13	9524/9524	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Apr%202024%2021:45:05%20GMT	https://demos.creative-tim.com/argon-dashboard-pro/assets/css/images/layers.png	C:/My%20Web%20Sites/plantilla_v3/demos.creative-tim.com/argon-dashboard-pro/assets/css/images/layers.png	(from https://demos.creative-tim.com/argon-dashboard-pro/assets/css/argon-dashboard.min.css?v=2.0.5)
16:45:13	9524/9524	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Apr%202024%2021:45:05%20GMT	https://demos.creative-tim.com/argon-dashboard-pro/assets/css/images/layers-2x.png	C:/My%20Web%20Sites/plantilla_v3/demos.creative-tim.com/argon-dashboard-pro/assets/css/images/layers-2x.png	(from https://demos.creative-tim.com/argon-dashboard-pro/assets/css/argon-dashboard.min.css?v=2.0.5)
16:45:13	9524/9524	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2002%20Apr%202024%2021:45:06%20GMT	https://demos.creative-tim.com/argon-dashboard-pro/assets/css/images/marker-icon.png	C:/My%20Web%20Sites/plantilla_v3/demos.creative-tim.com/argon-dashboard-pro/assets/css/images/marker-icon.png	(from https://demos.creative-tim.com/argon-dashboard-pro/assets/css/argon-dashboard.min.css?v=2.0.5)
16:45:13	3182/3182	---M--	200	added ('OK')	image/png	etag:%2262d1e924-1b2c%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/img/logo-ct-dark.png	C:/My%20Web%20Sites/plantilla_v3/demos.creative-tim.com/argon-dashboard-pro/assets/img/logo-ct-dark.png	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/default.html)
16:45:13	16940/16940	---M--	200	added ('OK')	image/jpeg	etag:%2262d1e924-422c%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/img/team-2.jpg	C:/My%20Web%20Sites/plantilla_v3/demos.creative-tim.com/argon-dashboard-pro/assets/img/team-2.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/default.html)
16:45:14	356553/356553	---M--	200	added ('OK')	image/jpeg	etag:%2262d1e924-59545%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/img/img-2.jpg	C:/My%20Web%20Sites/plantilla_v3/demos.creative-tim.com/argon-dashboard-pro/assets/img/img-2.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/default.html)
16:45:14	337824/337824	---M--	200	added ('OK')	image/jpeg	etag:%2262d1e924-55844%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/img/img-1.jpg	C:/My%20Web%20Sites/plantilla_v3/demos.creative-tim.com/argon-dashboard-pro/assets/img/img-1.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/default.html)
16:45:14	271093/271093	---M--	200	added ('OK')	image/jpeg	etag:%2262d1e924-454fb%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/img/img-3.jpg	C:/My%20Web%20Sites/plantilla_v3/demos.creative-tim.com/argon-dashboard-pro/assets/img/img-3.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/default.html)
16:45:15	136747/136747	---M--	200	added ('OK')	image/jpeg	etag:%2262d1e924-2a50d%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/img/team-1.jpg	C:/My%20Web%20Sites/plantilla_v3/demos.creative-tim.com/argon-dashboard-pro/assets/img/team-1.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/default.html)
16:45:15	30899/30899	---M--	200	added ('OK')	image/jpeg	etag:%2262d1e924-78c0%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/img/team-5.jpg	C:/My%20Web%20Sites/plantilla_v3/demos.creative-tim.com/argon-dashboard-pro/assets/img/team-5.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/default.html)
16:45:15	127945/127945	---M--	200	added ('OK')	image/jpeg	etag:%2262d1e924-28a24%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/img/team-4.jpg	C:/My%20Web%20Sites/plantilla_v3/demos.creative-tim.com/argon-dashboard-pro/assets/img/team-4.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/default.html)
16:45:16	525695/525695	---M--	200	added ('OK')	image/jpeg	date:Tue,%2002%20Apr%202024%2021:45:09%20GMT	https://raw.githubusercontent.com/creativetimofficial/public-assets/master/argon-dashboard-pro/assets/img/activity-feed.jpg	C:/My%20Web%20Sites/plantilla_v3/raw.githubusercontent.com/creativetimofficial/public-assets/master/argon-dashboard-pro/assets/img/activity-feed.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/default.html)
16:45:16	78556/78556	---M--	200	added ('OK')	image/jpeg	etag:%2262d1e924-1330a%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/img/bruce-mars.jpg	C:/My%20Web%20Sites/plantilla_v3/demos.creative-tim.com/argon-dashboard-pro/assets/img/bruce-mars.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/default.html)
16:45:17	36503/36503	---M--	200	added ('OK')	image/jpeg	etag:%2262d1e924-d518%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/img/logos/bitcoin.jpg	C:/My%20Web%20Sites/plantilla_v3/demos.creative-tim.com/argon-dashboard-pro/assets/img/logos/bitcoin.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/default.html)
16:45:17	1157/1157	---M--	200	added ('OK')	image/png	etag:%2262d1e924-485%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/img/icons/flags/US.png	C:/My%20Web%20Sites/plantilla_v3/demos.creative-tim.com/argon-dashboard-pro/assets/img/icons/flags/US.png	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/default.html)
16:45:17	906/906	---M--	200	added ('OK')	image/png	etag:%2262d1e924-39f%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/img/icons/flags/DE.png	C:/My%20Web%20Sites/plantilla_v3/demos.creative-tim.com/argon-dashboard-pro/assets/img/icons/flags/DE.png	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/default.html)
16:45:17	1376/1376	---M--	200	added ('OK')	image/png	etag:%2262d1e924-560%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/img/icons/flags/GB.png	C:/My%20Web%20Sites/plantilla_v3/demos.creative-tim.com/argon-dashboard-pro/assets/img/icons/flags/GB.png	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/default.html)
16:45:18	1157/1157	---M--	200	added ('OK')	image/png	etag:%2262d1e924-494%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/img/icons/flags/BR.png	C:/My%20Web%20Sites/plantilla_v3/demos.creative-tim.com/argon-dashboard-pro/assets/img/icons/flags/BR.png	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/default.html)
16:45:18	16940/16940	---M--	200	added ('OK')	image/jpeg	etag:%226458ee6c-422c%22	https://demos.creative-tim.com/soft-ui-design-system-pro/assets/img/team-2.jpg	C:/My%20Web%20Sites/plantilla_v3/demos.creative-tim.com/soft-ui-design-system-pro/assets/img/team-2.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/default.html)
16:45:18	32372/32372	---M--	200	added ('OK')	image/jpeg	etag:%226458ee6c-7e74%22	https://demos.creative-tim.com/soft-ui-design-system-pro/assets/img/team-3.jpg	C:/My%20Web%20Sites/plantilla_v3/demos.creative-tim.com/soft-ui-design-system-pro/assets/img/team-3.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/default.html)
16:45:18	22858/22858	---M--	200	added ('OK')	image/jpeg	etag:%226458ee6c-594a%22	https://demos.creative-tim.com/soft-ui-design-system-pro/assets/img/team-4.jpg	C:/My%20Web%20Sites/plantilla_v3/demos.creative-tim.com/soft-ui-design-system-pro/assets/img/team-4.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/default.html)
16:45:18	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%2265fd6d96-4d7%22	https://demos.creative-tim.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/My%20Web%20Sites/plantilla_v3/demos.creative-tim.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/default.html)
16:45:19	176853/176853	---M-Z	200	added ('OK')	application/javascript	etag:W/%2262d1e924-2b2d5%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/js/plugins/chartjs.min.js	C:/My%20Web%20Sites/plantilla_v3/demos.creative-tim.com/argon-dashboard-pro/assets/js/plugins/chartjs.min.js	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/default.html)
16:45:19	74140/74140	---M--	200	added ('OK')	image/png	etag:%2262d1e924-20d74%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/img/shapes/pattern-left.png	C:/My%20Web%20Sites/plantilla_v3/demos.creative-tim.com/argon-dashboard-pro/assets/img/shapes/pattern-left.png	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/automotive.html)
16:45:20	74099/74099	---M--	200	added ('OK')	image/png	etag:%2262d1e924-20d29%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/img/shapes/pattern-right.png	C:/My%20Web%20Sites/plantilla_v3/demos.creative-tim.com/argon-dashboard-pro/assets/img/shapes/pattern-right.png	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/automotive.html)
16:45:20	100516/100516	---M--	200	added ('OK')	image/png	etag:%2262d1e924-1d89f%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/img/tesla.png	C:/My%20Web%20Sites/plantilla_v3/demos.creative-tim.com/argon-dashboard-pro/assets/img/tesla.png	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/automotive.html)
16:45:20	141753/141753	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262d1e924-22a51%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/js/plugins/leaflet.js	C:/My%20Web%20Sites/plantilla_v3/demos.creative-tim.com/argon-dashboard-pro/assets/js/plugins/leaflet.js	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/automotive.html)
16:45:20	26492/26492	---M-Z	200	added ('OK')	application/javascript	etag:W/%2262d1e924-677c%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/js/plugins/nouislider.min.js	C:/My%20Web%20Sites/plantilla_v3/demos.creative-tim.com/argon-dashboard-pro/assets/js/plugins/nouislider.min.js	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/automotive.html)
16:45:21	605788/605788	---M--	200	added ('OK')	image/jpeg	date:Tue,%2002%20Apr%202024%2021:45:14%20GMT	https://raw.githubusercontent.com/creativetimofficial/public-assets/master/argon-dashboard-pro/assets/img/smart-home-1.jpg	C:/My%20Web%20Sites/plantilla_v3/raw.githubusercontent.com/creativetimofficial/public-assets/master/argon-dashboard-pro/assets/img/smart-home-1.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/smart-home.html)
16:45:22	345811/345811	---M--	200	added ('OK')	image/jpeg	date:Tue,%2002%20Apr%202024%2021:45:15%20GMT	https://raw.githubusercontent.com/creativetimofficial/public-assets/master/argon-dashboard-pro/assets/img/smart-home-2.jpg	C:/My%20Web%20Sites/plantilla_v3/raw.githubusercontent.com/creativetimofficial/public-assets/master/argon-dashboard-pro/assets/img/smart-home-2.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/smart-home.html)
16:45:23	429240/429240	---M--	200	added ('OK')	image/jpeg	date:Tue,%2002%20Apr%202024%2021:45:15%20GMT	https://raw.githubusercontent.com/creativetimofficial/public-assets/master/argon-dashboard-pro/assets/img/smart-home-3.jpg	C:/My%20Web%20Sites/plantilla_v3/raw.githubusercontent.com/creativetimofficial/public-assets/master/argon-dashboard-pro/assets/img/smart-home-3.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/smart-home.html)
16:45:23	83069/83069	---M--	200	added ('OK')	image/png	etag:%2262d1e924-17a84%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/img/small-logos/icon-sun-cloud.png	C:/My%20Web%20Sites/plantilla_v3/demos.creative-tim.com/argon-dashboard-pro/assets/img/small-logos/icon-sun-cloud.png	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/smart-home.html)
16:45:23	73784/73784	---M-Z	200	added ('OK')	application/javascript	etag:W/%2262d1e924-12038%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/js/plugins/choices.min.js	C:/My%20Web%20Sites/plantilla_v3/demos.creative-tim.com/argon-dashboard-pro/assets/js/plugins/choices.min.js	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/smart-home.html)
16:45:23	4679/4679	---M-Z	200	added ('OK')	application/javascript	etag:W/%2262d1e924-1247%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/js/plugins/countup.min.js	C:/My%20Web%20Sites/plantilla_v3/demos.creative-tim.com/argon-dashboard-pro/assets/js/plugins/countup.min.js	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/smart-home.html)
16:45:24	36251/36251	---M-Z	200	added ('OK')	application/javascript	etag:W/%2262d1e924-8d9b%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/js/plugins/round-slider.min.js	C:/My%20Web%20Sites/plantilla_v3/demos.creative-tim.com/argon-dashboard-pro/assets/js/plugins/round-slider.min.js	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/smart-home.html)
16:45:27	991086/991086	---M--	200	added ('OK')	image/jpeg	etag:%2262d1e924-f7d77%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/img/vr-bg.jpg	C:/My%20Web%20Sites/plantilla_v3/demos.creative-tim.com/argon-dashboard-pro/assets/img/vr-bg.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/vr/vr-default.html)
16:45:28	32372/32372	---M--	200	added ('OK')	image/jpeg	etag:%2262d1e924-7e74%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/img/team-3.jpg	C:/My%20Web%20Sites/plantilla_v3/demos.creative-tim.com/argon-dashboard-pro/assets/img/team-3.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/vr/vr-info.html)
16:45:29	64607/64607	---M--	200	added ('OK')	image/jpeg	etag:%2262d1e924-fc5f%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/img/ivancik.jpg	C:/My%20Web%20Sites/plantilla_v3/demos.creative-tim.com/argon-dashboard-pro/assets/img/ivancik.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/crm.html)
16:45:29	131072/131072	---M--	200	added ('OK')	image/jpeg	etag:%2262d1e924-250ca%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/img/kal-visuals-square.jpg	C:/My%20Web%20Sites/plantilla_v3/demos.creative-tim.com/argon-dashboard-pro/assets/img/kal-visuals-square.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/crm.html)
16:45:29	249994/249994	---M-Z	200	added ('OK')	application/javascript	etag:W/%2262d1e924-3d08a%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/js/plugins/fullcalendar.min.js	C:/My%20Web%20Sites/plantilla_v3/demos.creative-tim.com/argon-dashboard-pro/assets/js/plugins/fullcalendar.min.js	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/dashboards/crm.html)
